A,maxTilt,netRot,nFlips,finalTilt,finalRate,maxDev,settle,verdict
0.12,66.7980196306121,-0.259668105149067,0,0.259784422786123,0.0395622532704643,1.32306532786122,9.12,no-flip
0.15,105.875902902891,12.7080535679627,0,12.7081025988786,0.0553403977652951,2.7751267657881,14,return
0.2,178.530773296821,-362.996310523421,1,2.99808722785992,0.0347972128130104,2.43151851044924,12.095,flip x1 OK
0.24,178.62103931848,-359.878251305057,1,0.1223941515818,0.00768664873711454,0.776624312041915,3.535,flip x1 OK
0.28,171.900553395099,-359.849417064705,1,0.150909747227692,0.0261921985101974,1.18507795850913,7.315,flip x1 OK
0.32,178.552581788646,-720.134345617781,2,0.141068620671945,0.0165380624867419,0.930406695475552,5.695,flip x2 OK
0.36,176.489657714888,-1100.24985277412,3,20.2501944831117,0.0310005399992691,236.445592700097,14,flip x3 UNSETTLED
