A,maxTilt,maxYaw_deg,maxYawRate,finalYaw_deg,maxDev_m,finalDev_m
0.16,177.973192375295,95.6223407422505,17.5847563108155,-3.98230261045872e-08,0.552268886399932,1.46124104238566e-06
0.19,173.76251590055,100.677688614465,22.0766211331742,-1.24995981658662e-08,0.974812691101562,5.99858332388068e-07
0.22,172.714663645024,881.772232043356,26.5750927799898,359.837119672101,214.579865196695,214.579865196695
0.3,178.240555216078,113.253543315758,38.1316159237469,1.78001279840924e-09,0.86809229589768,1.73991063734135e-06
